"XML Type","collection","series","subseries","box","folder","item","title","date","size","restricted?","handle","Accession Number","Handwritten or typed?","handwritten or typed controlled","Onionskin?","Column","filename","label","rank","creator","continent","country","region","settlement","umdm pid","umam pid","TEI"
"UMDM","Katherine Anne Porter papers","1","6","64","8","16","Katherine Anne Porter to Eugene Pressly, 1936-03-16","1936-03-16","5","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021395-0001","KAPtoEP-1936-03-16-p0001","1","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","16","Katherine Anne Porter to Eugene Pressly, 1936-03-16","1936-03-16","5","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021395-0001","KAPtoEP-1936-03-16-p0001","1","Porter, Katherine Anne, 1890-1980","Atlantic Ocean","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","16","Katherine Anne Porter to Eugene Pressly, 1936-03-16","1936-03-16","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021395-0002","KAPtoEP-1936-03-16-p0002","2","Porter, Katherine Anne, 1890-1980","Atlantic Ocean","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","16","Katherine Anne Porter to Eugene Pressly, 1936-03-16","1936-03-16","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021395-0003","KAPtoEP-1936-03-16-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","16","Katherine Anne Porter to Eugene Pressly, 1936-03-16","1936-03-16","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021395-0004","KAPtoEP-1936-03-16-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","16","Katherine Anne Porter to Eugene Pressly, 1936-03-16","1936-03-16","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021395-0005","KAPtoEP-1936-03-16-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","8","17","Katherine Anne Porter to Eugene Pressly, 1936-03-16","1936-03-16","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021040-0001","KAPtoEP-1936-03-16-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","17","Katherine Anne Porter to Eugene Pressly, 1936-03-16","1936-03-16","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021040-0001","KAPtoEP-1936-03-16-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","17","Katherine Anne Porter to Eugene Pressly, 1936-03-16","1936-03-16","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021040-0002","KAPtoEP-1936-03-16-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","8","18","Katherine Anne Porter to Eugene Pressly, after 1936-03-16","after 1936-03-16","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021396-0001","KAPtoEP-c1936-03-16-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","18","Katherine Anne Porter to Eugene Pressly, after 1936-03-16","after 1936-03-16","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021396-0001","KAPtoEP-c1936-03-16-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","8","20","Katherine Anne Porter to Eugene Pressly, 1936-03-17","1936-03-17","9","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw","typed, handwritten notes","","","litmss-021041-0001","KAPtoEP-1936-03-17-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","20","Katherine Anne Porter to Eugene Pressly, 1936-03-17","1936-03-17","9","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw","typed, handwritten notes","","","litmss-021041-0001","KAPtoEP-1936-03-17-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","20","Katherine Anne Porter to Eugene Pressly, 1936-03-17","1936-03-17","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021041-0002","KAPtoEP-1936-03-17-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","20","Katherine Anne Porter to Eugene Pressly, 1936-03-17","1936-03-17","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021041-0003","KAPtoEP-1936-03-17-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","20","Katherine Anne Porter to Eugene Pressly, 1936-03-17","1936-03-17","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021041-0004","KAPtoEP-1936-03-17-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","20","Katherine Anne Porter to Eugene Pressly, 1936-03-17","1936-03-17","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021041-0005","KAPtoEP-1936-03-17-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","20","Katherine Anne Porter to Eugene Pressly, 1936-03-17","1936-03-17","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021041-0006","KAPtoEP-1936-03-17-p0006","6","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","20","Katherine Anne Porter to Eugene Pressly, 1936-03-17","1936-03-17","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021041-0007","KAPtoEP-1936-03-17-p0007","7","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","20","Katherine Anne Porter to Eugene Pressly, 1936-03-17","1936-03-17","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021041-0008","KAPtoEP-1936-03-17-p0008","8","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","8","20","Katherine Anne Porter to Eugene Pressly, 1936-03-17","1936-03-17","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021041-0009","KAPtoEP-1936-03-17-p0009","9","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","9","2","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021042-0001","KAPtoEP-1936-03-20-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","2","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021042-0001","KAPtoEP-1936-03-20-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","2","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021042-0002","KAPtoEP-1936-03-20-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","2","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021042-0003","KAPtoEP-1936-03-20-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","2","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021042-0004","KAPtoEP-1936-03-20-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","9","3","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","7","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021043-0001","KAPtoEP-1936-03-20-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","3","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","7","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021043-0001","KAPtoEP-1936-03-20-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","3","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021043-0002","KAPtoEP-1936-03-20-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","3","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021043-0003","KAPtoEP-1936-03-20-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","3","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021043-0004","KAPtoEP-1936-03-20-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","3","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021043-0005","KAPtoEP-1936-03-20-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","3","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021043-0006","KAPtoEP-1936-03-20-p0006","6","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","3","Katherine Anne Porter to Eugene Pressly, 1936-03-20","1936-03-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021043-0007","KAPtoEP-1936-03-20-p0007","7","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","9","6","Katherine Anne Porter to Eugene Pressly, 1936-03-24","1936-03-24","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw note","typed, handwritten notes","","","litmss-021044-0001","KAPtoEP-1936-03-24-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","6","Katherine Anne Porter to Eugene Pressly, 1936-03-24","1936-03-24","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw note","typed, handwritten notes","","","litmss-021044-0001","KAPtoEP-1936-03-24-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","6","Katherine Anne Porter to Eugene Pressly, 1936-03-24","1936-03-24","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021044-0002","KAPtoEP-1936-03-24-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","9","9","Katherine Anne Porter to Eugene Pressly, 1936-03-26","1936-03-26","9","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw note","typed, handwritten notes","","","litmss-021045-0001","KAPtoEP-1936-03-26-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","9","Katherine Anne Porter to Eugene Pressly, 1936-03-26","1936-03-26","9","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw note","typed, handwritten notes","","","litmss-021045-0001","KAPtoEP-1936-03-26-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","9","Katherine Anne Porter to Eugene Pressly, 1936-03-26","1936-03-26","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021045-0002","KAPtoEP-1936-03-26-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","9","Katherine Anne Porter to Eugene Pressly, 1936-03-26","1936-03-26","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021045-0003","KAPtoEP-1936-03-26-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","9","Katherine Anne Porter to Eugene Pressly, 1936-03-26","1936-03-26","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021045-0004","KAPtoEP-1936-03-26-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","9","Katherine Anne Porter to Eugene Pressly, 1936-03-26","1936-03-26","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021045-0005","KAPtoEP-1936-03-26-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","9","Katherine Anne Porter to Eugene Pressly, 1936-03-26","1936-03-26","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021045-0006","KAPtoEP-1936-03-26-p0006","6","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","9","Katherine Anne Porter to Eugene Pressly, 1936-03-26","1936-03-26","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021045-0007","KAPtoEP-1936-03-26-p0007","7","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","9","Katherine Anne Porter to Eugene Pressly, 1936-03-26","1936-03-26","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021045-0008","KAPtoEP-1936-03-26-p0008","8","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","9","Katherine Anne Porter to Eugene Pressly, 1936-03-26","1936-03-26","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021045-0009","KAPtoEP-1936-03-26-p0009","9","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","9","11","Katherine Anne Porter to Eugene Pressly, 1936-03-27","1936-03-27","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021046-0001","KAPtoEP-1936-03-27-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","11","Katherine Anne Porter to Eugene Pressly, 1936-03-27","1936-03-27","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021046-0001","KAPtoEP-1936-03-27-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","11","Katherine Anne Porter to Eugene Pressly, 1936-03-27","1936-03-27","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021046-0002","KAPtoEP-1936-03-27-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","9","12","Katherine Anne Porter to Eugene Pressly, 1936-03-27","1936-03-27","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021047-0001","KAPtoEP-1936-03-27-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","12","Katherine Anne Porter to Eugene Pressly, 1936-03-27","1936-03-27","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021047-0001","KAPtoEP-1936-03-27-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","12","Katherine Anne Porter to Eugene Pressly, 1936-03-27","1936-03-27","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021047-0002","KAPtoEP-1936-03-27-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","12","Katherine Anne Porter to Eugene Pressly, 1936-03-27","1936-03-27","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021047-0003","KAPtoEP-1936-03-27-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","12","Katherine Anne Porter to Eugene Pressly, 1936-03-27","1936-03-27","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021047-0004","KAPtoEP-1936-03-27-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","9","16","Katherine Anne Porter to Eugene Pressly, 1936-03-31","1936-03-31","9","","http://hdl.handle.net/1903.1/1532","66-5","typed, printed","typed, printed material","","eighth page has newspaper clipping attached to the reverse","litmss-021048-0001","KAPtoEP-1936-03-31-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","16","Katherine Anne Porter to Eugene Pressly, 1936-03-31","1936-03-31","9","","http://hdl.handle.net/1903.1/1532","66-5","typed, printed","typed, printed material","","eighth page has newspaper clipping attached to the reverse","litmss-021048-0001","KAPtoEP-1936-03-31-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","16","Katherine Anne Porter to Eugene Pressly, 1936-03-31","1936-03-31","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021048-0002","KAPtoEP-1936-03-31-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","16","Katherine Anne Porter to Eugene Pressly, 1936-03-31","1936-03-31","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021048-0003","KAPtoEP-1936-03-31-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","16","Katherine Anne Porter to Eugene Pressly, 1936-03-31","1936-03-31","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021048-0004","KAPtoEP-1936-03-31-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","16","Katherine Anne Porter to Eugene Pressly, 1936-03-31","1936-03-31","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021048-0005","KAPtoEP-1936-03-31-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","16","Katherine Anne Porter to Eugene Pressly, 1936-03-31","1936-03-31","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021048-0006","KAPtoEP-1936-03-31-p0006","6","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","16","Katherine Anne Porter to Eugene Pressly, 1936-03-31","1936-03-31","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021048-0007","KAPtoEP-1936-03-31-p0007","7","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","16","Katherine Anne Porter to Eugene Pressly, 1936-03-31","1936-03-31","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021048-0008","KAPtoEP-1936-03-31-p0008","8","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","9","16","Katherine Anne Porter to Eugene Pressly, 1936-03-31","1936-03-31","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021048-0009","KAPtoEP-1936-03-31-p0009","9","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","2","Katherine Anne Porter to Eugene Pressly, 1936-04-01","1936-04-01","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021049-0001","KAPtoEP-1936-04-01-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","2","Katherine Anne Porter to Eugene Pressly, 1936-04-01","1936-04-01","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021049-0001","KAPtoEP-1936-04-01-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachussetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","2","Katherine Anne Porter to Eugene Pressly, 1936-04-01","1936-04-01","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021049-0002","KAPtoEP-1936-04-01-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","2","Katherine Anne Porter to Eugene Pressly, 1936-04-01","1936-04-01","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021049-0003","KAPtoEP-1936-04-01-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","2","Katherine Anne Porter to Eugene Pressly, 1936-04-01","1936-04-01","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021049-0004","KAPtoEP-1936-04-01-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","4","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","7","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021052-0001","KAPtoEP-1936-04-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","4","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","7","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021052-0001","KAPtoEP-1936-04-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","4","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021052-0002","KAPtoEP-1936-04-02-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","4","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021052-0003","KAPtoEP-1936-04-02-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","4","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021052-0004","KAPtoEP-1936-04-02-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","4","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021052-0005","KAPtoEP-1936-04-02-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","4","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021052-0006","KAPtoEP-1936-04-02-p0006","6","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","4","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021052-0007","KAPtoEP-1936-04-02-p0007","7","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","5","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","1","","http://hdl.handle.net/1903.1/1532","66-5","printed","printed material","","photocopy of telegram","litmss-021053-0001","KAPtoEP-1936-04-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","5","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","1","","http://hdl.handle.net/1903.1/1532","66-5","printed","printed material","","photocopy of telegram","litmss-021053-0001","KAPtoEP-1936-04-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","6","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021054-0001","KAPtoEP-1936-04-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","6","Katherine Anne Porter to Eugene Pressly, 1936-04-02","1936-04-02","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021054-0001","KAPtoEP-1936-04-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Massachusetts","Boston","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","9","Katherine Anne Porter to Eugene Pressly, 1936-04-10","1936-04-10","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw notes and redaction","typed, handwritten notes","","","litmss-021055-0001","KAPtoEP-1936-04-10-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Texas","Houston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","9","Katherine Anne Porter to Eugene Pressly, 1936-04-10","1936-04-10","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw notes and redaction","typed, handwritten notes","","","litmss-021055-0001","KAPtoEP-1936-04-10-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Texas","Houston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","9","Katherine Anne Porter to Eugene Pressly, 1936-04-10","1936-04-10","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021055-0002","KAPtoEP-1936-04-10-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","11","Katherine Anne Porter to Eugene Pressly, 1936-04-20","1936-04-20","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021056-0001","KAPtoEP-1936-04-20-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Texas","Houston","","",""
