"XML Type","collection","series","subseries","box","folder","item","title","date","size","restricted?","handle","Accession Number","Handwritten or typed?","handwritten or typed controlled","Onionskin?","Column","filename","label","rank","creator","continent","country","region","settlement","umdm pid","umam pid","TEI"
"UMAM","Katherine Anne Porter papers","1","6","64","10","11","Katherine Anne Porter to Eugene Pressly, 1936-04-20","1936-04-20","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021056-0001","KAPtoEP-1936-04-20-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Texas","Houston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","11","Katherine Anne Porter to Eugene Pressly, 1936-04-20","1936-04-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021056-0002","KAPtoEP-1936-04-20-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","11","Katherine Anne Porter to Eugene Pressly, 1936-04-20","1936-04-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021056-0003","KAPtoEP-1936-04-20-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","11","Katherine Anne Porter to Eugene Pressly, 1936-04-20","1936-04-20","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021056-0004","KAPtoEP-1936-04-20-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","12","Katherine Anne Porter to Eugene Pressly, 1936-04-30","1936-04-30","1","","http://hdl.handle.net/1903.1/1532","66-5","printed","printed material","","photocopy of telegram","litmss-021057-0001","KAPtoEP-1936-04-30-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Texas","Houston","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","12","Katherine Anne Porter to Eugene Pressly, 1936-04-30","1936-04-30","1","","http://hdl.handle.net/1903.1/1532","66-5","printed","printed material","","photocopy of telegram","litmss-021057-0001","KAPtoEP-1936-04-30-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Texas","Houston","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","14","Katherine Anne Porter to Eugene Pressly, circa 1936-05-07","circa 1936-05-07","8","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","pages are misnumbered, seems to be missing first page","litmss-021058-0001","KAPtoEP-c1936-05-07-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","14","Katherine Anne Porter to Eugene Pressly, circa 1936-05-07","circa 1936-05-07","8","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","pages are misnumbered, seems to be missing first page","litmss-021058-0001","KAPtoEP-c1936-05-07-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","14","Katherine Anne Porter to Eugene Pressly, circa 1936-05-07","circa 1936-05-07","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021058-0002","KAPtoEP-c1936-05-07-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","14","Katherine Anne Porter to Eugene Pressly, circa 1936-05-07","circa 1936-05-07","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021058-0003","KAPtoEP-c1936-05-07-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","14","Katherine Anne Porter to Eugene Pressly, circa 1936-05-07","circa 1936-05-07","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021058-0004","KAPtoEP-c1936-05-07-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","14","Katherine Anne Porter to Eugene Pressly, circa 1936-05-07","circa 1936-05-07","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021058-0005","KAPtoEP-c1936-05-07-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","14","Katherine Anne Porter to Eugene Pressly, circa 1936-05-07","circa 1936-05-07","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021058-0006","KAPtoEP-c1936-05-07-p0006","6","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","14","Katherine Anne Porter to Eugene Pressly, circa 1936-05-07","circa 1936-05-07","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021058-0007","KAPtoEP-c1936-05-07-p0007","7","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","14","Katherine Anne Porter to Eugene Pressly, circa 1936-05-07","circa 1936-05-07","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021058-0008","KAPtoEP-c1936-05-07-p0008","8","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","15","Katherine Anne Porter to Eugene Pressly, 1936-05-20","1936-05-20","1","","http://hdl.handle.net/1903.1/1532","66-5","printed","printed material","","photocopy of telegram","litmss-021059-0001","KAPtoEP-1936-05-20-p0001","1","Porter, Katherine Anne, 1890-1980","Atlantic Ocean","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","15","Katherine Anne Porter to Eugene Pressly, 1936-05-20","1936-05-20","1","","http://hdl.handle.net/1903.1/1532","66-5","printed","printed material","","photocopy of telegram","litmss-021059-0001","KAPtoEP-1936-05-20-p0001","1","Porter, Katherine Anne, 1890-1980","Atlantic Ocean","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","23","Katherine Anne Porter to Eugene Pressly, 1936-10-30","1936-10-30","1","","http://hdl.handle.net/1903.1/1532","66-5","hw","handwritten","","","litmss-021060-0001","KAPtoEP-1936-10-30-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","23","Katherine Anne Porter to Eugene Pressly, 1936-10-30","1936-10-30","1","","http://hdl.handle.net/1903.1/1532","66-5","hw","handwritten","","","litmss-021060-0001","KAPtoEP-1936-10-30-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","10","24","Katherine Anne Porter to Eugene Pressly, 1936-10-31","1936-10-31","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021061-0001","KAPtoEP-1936-10-31-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","10","24","Katherine Anne Porter to Eugene Pressly, 1936-10-31","1936-10-31","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021061-0001","KAPtoEP-1936-10-31-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","11","1","Katherine Anne Porter to Eugene Pressly, 1936-11-01","1936-11-01","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021099-0001","KAPtoEP-1936-11-01-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","1","Katherine Anne Porter to Eugene Pressly, 1936-11-01","1936-11-01","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021099-0001","KAPtoEP-1936-11-01-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","11","2","Katherine Anne Porter to Eugene Pressly, 1936-11-02","1936-11-02","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021100-0001","KAPtoEP-1936-11-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","2","Katherine Anne Porter to Eugene Pressly, 1936-11-02","1936-11-02","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021100-0001","KAPtoEP-1936-11-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","11","3","Katherine Anne Porter to Eugene Pressly, 1936-11-03","1936-11-03","1","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw notes","typed, handwritten notes","","","litmss-021136-0001","KAPtoEP-1936-11-03-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","3","Katherine Anne Porter to Eugene Pressly, 1936-11-03","1936-11-03","1","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw notes","typed, handwritten notes","","","litmss-021136-0001","KAPtoEP-1936-11-03-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","11","4","Katherine Anne Porter to Eugene Pressly, 1936-11-04","1936-11-04","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021137-0001","KAPtoEP-1936-11-04-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","4","Katherine Anne Porter to Eugene Pressly, 1936-11-04","1936-11-04","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021137-0001","KAPtoEP-1936-11-04-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","4","Katherine Anne Porter to Eugene Pressly, 1936-11-04","1936-11-04","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021137-0002","KAPtoEP-1936-11-04-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","11","6","Katherine Anne Porter to Eugene Pressly, 1936-11-04","1936-11-04","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021138-0001","KAPtoEP-1936-11-04-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","6","Katherine Anne Porter to Eugene Pressly, 1936-11-04","1936-11-04","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021138-0001","KAPtoEP-1936-11-04-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","6","Katherine Anne Porter to Eugene Pressly, 1936-11-04","1936-11-04","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021138-0002","KAPtoEP-1936-11-04-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","6","Katherine Anne Porter to Eugene Pressly, 1936-11-04","1936-11-04","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021138-0003","KAPtoEP-1936-11-04-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","11","8","Katherine Anne Porter to Eugene Pressly, 1936-11-04","1936-11-04","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021139-0001","KAPtoEP-1936-11-04-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","8","Katherine Anne Porter to Eugene Pressly, 1936-11-04","1936-11-04","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021139-0001","KAPtoEP-1936-11-04-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","11","9","Katherine Anne Porter to Eugene Pressly, 1936-11-06","1936-11-06","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021140-0001","KAPtoEP-1936-11-06-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","9","Katherine Anne Porter to Eugene Pressly, 1936-11-06","1936-11-06","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021140-0001","KAPtoEP-1936-11-06-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","9","Katherine Anne Porter to Eugene Pressly, 1936-11-06","1936-11-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021140-0002","KAPtoEP-1936-11-06-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","11","10","Katherine Anne Porter to Eugene Pressly, 1936-11-08","1936-11-08","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw","typed, handwritten notes","","","litmss-021141-0001","KAPtoEP-1936-11-08-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","10","Katherine Anne Porter to Eugene Pressly, 1936-11-08","1936-11-08","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw","typed, handwritten notes","","","litmss-021141-0001","KAPtoEP-1936-11-08-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","10","Katherine Anne Porter to Eugene Pressly, 1936-11-08","1936-11-08","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021141-0002","KAPtoEP-1936-11-08-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","11","11","Katherine Anne Porter to Eugene Pressly, 1936-11-09","1936-11-09","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw","typed, handwritten notes","","","litmss-021142-0001","KAPtoEP-1936-11-09-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","11","Katherine Anne Porter to Eugene Pressly, 1936-11-09","1936-11-09","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw","typed, handwritten notes","","","litmss-021142-0001","KAPtoEP-1936-11-09-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","11","Katherine Anne Porter to Eugene Pressly, 1936-11-09","1936-11-09","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021142-0002","KAPtoEP-1936-11-09-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","64","11","14","Katherine Anne Porter to Eugene Pressly, 1936-11-10","1936-11-10","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021143-0001","KAPtoEP-1936-11-10-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","14","Katherine Anne Porter to Eugene Pressly, 1936-11-10","1936-11-10","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-021143-0001","KAPtoEP-1936-11-10-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Pennsylvania","Doylestown","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","14","Katherine Anne Porter to Eugene Pressly, 1936-11-10","1936-11-10","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021143-0002","KAPtoEP-1936-11-10-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","64","11","14","Katherine Anne Porter to Eugene Pressly, 1936-11-10","1936-11-10","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-021143-0003","KAPtoEP-1936-11-10-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
